"acc","accuracy","average_response_time","avg_rt","background","bidi","canvas_backend","clock_backend","color_backend","compensation","cond","cond_name","coordinates","correct","correct_instructions_p1","correct_instructions_p2","correct_response","correct_response_exp_1","correct_response_prac","correct_start_next_block","count_ITI_1","count_ITI_prac","count_RSVP_exp_1","count_RSVP_prac","count_break_1","count_experiment","count_experiment_end","count_experiment_loop_1","count_experiment_trial_1","count_feedback","count_feedback_prac","count_final_feedback","count_fixation_cross_exp_1","count_fixation_cross_prac","count_instructions_p1","count_instructions_p2","count_logger","count_practice_end","count_practice_loop","count_practice_trial","count_question_exp_1","count_question_prac","count_reset_feedback_exp_1","count_reset_feedback_prac","count_response_exp_1","count_response_prac","count_select","count_start_next_block","count_trigger_break_1","count_trigger_exp_end","count_trigger_fix_1","count_trigger_pracend","count_trigger_pracfix","count_trigger_question_1","count_trigger_question_prac","count_trigger_response_1","count_trigger_response_prac","count_triggers","datetime","delay_ITI_1","delay_ITI_prac","description","disable_garbage_collection","exp_question","exp_sentence","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","is_question","isi","item","keyboard_backend","live_row","live_row_practice_loop","logfile","lst","mouse_backend","np_in_question","opensesame_codename","opensesame_version","practice_question","practice_sentence","question_type","repeat_cycle","response","response_break_1","response_experiment_end","response_feedback","response_feedback_prac","response_final_feedback","response_instructions_p1","response_instructions_p2","response_practice_end","response_response_exp_1","response_response_prac","response_start_next_block","response_time","response_time_break_1","response_time_experiment_end","response_time_feedback","response_time_feedback_prac","response_time_final_feedback","response_time_instructions_p1","response_time_instructions_p2","response_time_practice_end","response_time_response_exp_1","response_time_response_prac","response_time_start_next_block","round_decimals","sampler_backend","session","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","target_np_gender","time_ITI_1","time_ITI_prac","time_RSVP_exp_1","time_RSVP_prac","time_break_1","time_experiment","time_experiment_end","time_experiment_loop_1","time_experiment_trial_1","time_feedback","time_feedback_prac","time_final_feedback","time_fixation_cross_exp_1","time_fixation_cross_prac","time_instructions_p1","time_instructions_p2","time_logger","time_practice_end","time_practice_loop","time_practice_trial","time_question_exp_1","time_question_prac","time_reset_feedback_exp_1","time_reset_feedback_prac","time_response_exp_1","time_response_prac","time_select","time_start_next_block","time_trigger_break_1","time_trigger_exp_end","time_trigger_fix_1","time_trigger_pracend","time_trigger_pracfix","time_trigger_question_1","time_trigger_question_prac","time_trigger_response_1","time_trigger_response_prac","time_triggers","title","total_correct","total_response_time","total_responses","type","uniform_coordinates","width","word_dur","word_no_distractor","word_no_post","word_no_precrit","word_no_prepre","word_no_subject","word_no_verb","words_in_sentence"
"100","100","4162","4162","#000000","no","xpyriment","legacy","legacy","0","NA","NA","uniform","1","undefined","undefined","j","NA","1","NA","NA","0","NA","0","NA","0","0","0","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","NA","0","NA","0","NA","0","0","NA","NA","0","NA","0","0","NA","0","NA","0","0","Mon Aug  1 12:09:29 2022","NA","1000","The main experiment item","yes","NA","NA","opensesame_pandora_session2.osexp","/home/vlab/Desktop/Pandora_Session2","no","Times New Roman","no","45","no","#ffffff","no","yes","1020","yes","395","NA","legacy","0","0","/home/vlab/Desktop/Pandora_Session2/logs/subject-7.csv","NA","xpyriment","NA","Lentiform Loewenfeld","3.3.12b1","War es der Sekretär, der das vergessen hatte?","Die Ministerin beklagte, dass der Sekretär, der sonst immer gewissenhaft arbeitete, gestern vergessen hatte, den Termin anzukündigen.","NA","0","j","NA","NA","NA","NA","NA","space","space","NA","NA","j","NA","4162","NA","NA","NA","NA","NA","45252","12422","NA","NA","4162","NA","2","legacy","NA","1024","2","48000","-16","experiment","7","odd","NA","NA","NA","NA","61118","NA","1263","NA","NA","NA","NA","NA","NA","NA","60623","1270","46533","79788","NA","58956","60596","NA","75625","NA","NA","NA","75625","NA","NA","NA","NA","NA","NA","61118","NA","75625","NA","79788","1263","pandora_session2","1","4162","1","NA","yes","1920","450","NA","NA","NA","NA","NA","NA","NA"
"100","100","3998.5","3998.5","#000000","no","xpyriment","legacy","legacy","0","NA","NA","uniform","1","undefined","undefined","f","NA","1","NA","NA","1","NA","1","NA","0","0","0","NA","NA","NA","NA","NA","1","0","0","1","0","0","1","NA","1","NA","1","NA","1","0","NA","NA","0","NA","1","1","NA","1","NA","1","0","Mon Aug  1 12:09:29 2022","NA","1000","The main experiment item","yes","NA","NA","opensesame_pandora_session2.osexp","/home/vlab/Desktop/Pandora_Session2","no","Times New Roman","no","45","no","#ffffff","no","yes","1020","yes","395","NA","legacy","1","1","/home/vlab/Desktop/Pandora_Session2/logs/subject-7.csv","NA","xpyriment","NA","Lentiform Loewenfeld","3.3.12b1","War es der Tierarzt, der das wusste?","Der Landwirt wusste, dass die Kuh, die hinten im Stall stand, heute noch ein Kalb gebären würde.","NA","0","f","NA","NA","NA","NA","NA","space","space","NA","NA","f","NA","3835","NA","NA","NA","NA","NA","45252","12422","NA","NA","3835","NA","2","legacy","NA","1024","2","48000","-16","experiment","7","odd","NA","NA","79801","NA","82984","NA","1263","NA","NA","NA","NA","NA","NA","NA","82489","1270","46533","98948","NA","58956","82470","NA","95112","NA","NA","NA","95112","NA","NA","NA","NA","NA","80801","82984","NA","95112","NA","98948","1263","pandora_session2","2","7997","2","NA","yes","1920","310","NA","NA","NA","NA","NA","NA","NA"
"undefined","undefined","undefined","undefined","#000000","no","xpyriment","legacy","legacy","0","c","HiSyn/LoSem","uniform","undefined","undefined","undefined","NA","NA","1","NA","0","1","0","1","NA","0","0","0","0","NA","0","NA","0","1","0","0","2","0","0","1","0","1","0","1","0","1","0","NA","0","0","0","1","1","0","1","0","1","0","Mon Aug  1 12:09:29 2022","1000","1000","The main experiment item","yes","NA","Die Putzhilfe bemerkte, dass die Köchin, die gemeckert hatte, dass das Suppenhuhn alt war, immer wieder nachsalzte, um das Gericht zu retten.","opensesame_pandora_session2.osexp","/home/vlab/Desktop/Pandora_Session2","no","Times New Roman","no","45","no","#ffffff","no","yes","1020","no","395","89","legacy","0","1","/home/vlab/Desktop/Pandora_Session2/logs/subject-7.csv","3","xpyriment","NA","Lentiform Loewenfeld","3.3.12b1","War es der Tierarzt, der das wusste?","Der Landwirt wusste, dass die Kuh, die hinten im Stall stand, heute noch ein Kalb gebären würde.","NA","0","space","NA","NA","NA","space","NA","space","space","space","NA","f","NA","7781","NA","NA","NA","11489","NA","45252","12422","7781","NA","3835","NA","2","legacy","2","1024","2","48000","-16","experiment","7","odd","fem","NA","98950","122178","82984","NA","1263","NA","119411","121680","NA","100098","NA","121683","82489","1270","46533","138914","111629","58956","82470","NA","95112","NA","NA","NA","95112","119411","NA","NA","NA","122178","111588","82984","NA","95112","NA","98948","1263","pandora_session2","0","0","0","experimental","yes","1920","330","12","18","16","15","6","17","22"
"100","100","3032","3032","#000000","no","xpyriment","legacy","legacy","0","f","filler","uniform","1","undefined","undefined","f","1","1","NA","1","1","1","1","NA","0","0","0","1","NA","0","NA","1","1","0","0","3","0","0","1","1","1","1","1","1","1","0","NA","1","0","1","1","1","1","1","1","1","0","Mon Aug  1 12:09:29 2022","1000","1000","The main experiment item","yes","War das Messgerät alt?","Der Wissenschaftler erhob Daten mit dem neuen Messgerät, nachdem er den Probanden, der aufmerksam zuhörte, über die Risiken aufgeklärt hatte.","opensesame_pandora_session2.osexp","/home/vlab/Desktop/Pandora_Session2","no","Times New Roman","no","45","no","#ffffff","no","yes","1020","yes","395","132","legacy","1","1","/home/vlab/Desktop/Pandora_Session2/logs/subject-7.csv","NA","xpyriment","filler_question","Lentiform Loewenfeld","3.3.12b1","War es der Tierarzt, der das wusste?","Der Landwirt wusste, dass die Kuh, die hinten im Stall stand, heute noch ein Kalb gebären würde.","filler_question","0","f","NA","NA","NA","space","NA","space","space","space","f","f","NA","3032","NA","NA","NA","11489","NA","45252","12422","7781","3032","3835","NA","2","legacy","2","1024","2","48000","-16","experiment","7","odd","filler","138917","98950","142253","82984","NA","1263","NA","119411","141753","NA","100098","NA","141758","82489","1270","46533","159612","111629","58956","82470","156578","95112","NA","NA","156579","95112","119411","NA","NA","NA","142253","111588","82984","156579","95112","159611","98948","1263","pandora_session2","1","3032","1","filler","yes","1920","310","filler","filler","filler","filler","filler","filler","20"
"100","100","3032","3032","#000000","no","xpyriment","legacy","legacy","0","c","HiSyn/LoSem","uniform","1","undefined","undefined","NA","1","1","NA","2","1","2","1","NA","0","0","0","2","NA","0","NA","2","1","0","0","4","0","0","1","2","1","2","1","2","1","0","NA","2","0","2","1","1","2","1","2","1","0","Mon Aug  1 12:09:29 2022","1000","1000","The main experiment item","yes","NA","Der Chefarzt munkelte, dass der Patient, der geklagt hatte, dass der Schmerz schrecklich war, draußen heimlich rauchte, um zu entspannen.","opensesame_pandora_session2.osexp","/home/vlab/Desktop/Pandora_Session2","no","Times New Roman","no","45","no","#ffffff","no","yes","1020","no","395","117","legacy","2","1","/home/vlab/Desktop/Pandora_Session2/logs/subject-7.csv","3","xpyriment","NA","Lentiform Loewenfeld","3.3.12b1","War es der Tierarzt, der das wusste?","Der Landwirt wusste, dass die Kuh, die hinten im Stall stand, heute noch ein Kalb gebären würde.","NA","0","f","NA","NA","NA","space","NA","space","space","space","f","f","NA","3032","NA","NA","NA","11489","NA","45252","12422","7781","3032","3835","NA","2","legacy","2","1024","2","48000","-16","experiment","7","odd","masc","159615","98950","162924","82984","NA","1263","NA","119411","162414","NA","100098","NA","162429","82489","1270","46533","178314","111629","58956","82470","156578","95112","NA","NA","156579","95112","119411","NA","NA","NA","162924","111588","82984","156579","95112","159611","98948","1263","pandora_session2","1","3032","1","experimental","yes","1920","410","12","18","16","15","6","17","20"
"100","100","3032","3032","#000000","no","xpyriment","legacy","legacy","0","a","LoSyn/LoSem","uniform","1","undefined","undefined","NA","1","1","NA","3","1","3","1","NA","0","0","0","3","NA","0","NA","3","1","0","0","5","0","0","1","3","1","3","1","3","1","0","NA","3","0","3","1","1","3","1","3","1","0","Mon Aug  1 12:09:29 2022","1000","1000","The main experiment item","yes","NA","Der Reporter beobachtete, dass die Leichtathletin, die von der unfairen Kontrolle berichtet hatte, weiter diszipliniert trainierte, um Anerkennung zu bekommen.","opensesame_pandora_session2.osexp","/home/vlab/Desktop/Pandora_Session2","no","Times New Roman","no","45","no","#ffffff","no","yes","1020","no","395","95","legacy","3","1","/home/vlab/Desktop/Pandora_Session2/logs/subject-7.csv","3","xpyriment","NA","Lentiform Loewenfeld","3.3.12b1","War es der Tierarzt, der das wusste?","Der Landwirt wusste, dass die Kuh, die hinten im Stall stand, heute noch ein Kalb gebären würde.","NA","0","f","NA","NA","NA","space","NA","space","space","space","f","f","NA","3032","NA","NA","NA","11489","NA","45252","12422","7781","3032","3835","NA","2","legacy","2","1024","2","48000","-16","experiment","7","odd","fem","178317","98950","181630","82984","NA","1263","NA","119411","181130","NA","100098","NA","181135","82489","1270","46533","197159","111629","58956","82470","156578","95112","NA","NA","156579","95112","119411","NA","NA","NA","181630","111588","82984","156579","95112","159611","98948","1263","pandora_session2","1","3032","1","experimental","yes","1920","370","11","17","15","14","6","16","20"
"100","100","3032","3032","#000000","no","xpyriment","legacy","legacy","0","f","filler","uniform","1","undefined","undefined","NA","1","1","NA","4","1","4","1","NA","0","0","0","4","NA","0","NA","4","1","0","0","6","0","0","1","4","1","4","1","4","1","0","NA","4","0","4","1","1","4","1","4","1","0","Mon Aug  1 12:09:29 2022","1000","1000","The main experiment item","yes","NA","Die Kursleiterin hatte gehört, dass die Studentin, die sehr lange krank gewesen war, unermüdlich lernte, weil sie ihren Notendurchschnitt verbessern wollte.","opensesame_pandora_session2.osexp","/home/vlab/Desktop/Pandora_Session2","no","Times New Roman","no","45","no","#ffffff","no","yes","1020","no","395","138","legacy","4","1","/home/vlab/Desktop/Pandora_Session2/logs/subject-7.csv","NA","xpyriment","filler_question","Lentiform Loewenfeld","3.3.12b1","War es der Tierarzt, der das wusste?","Der Landwirt wusste, dass die Kuh, die hinten im Stall stand, heute noch ein Kalb gebären würde.","filler_question","0","f","NA","NA","NA","space","NA","space","space","space","f","f","NA","3032","NA","NA","NA","11489","NA","45252","12422","7781","3032","3835","NA","2","legacy","2","1024","2","48000","-16","experiment","7","odd","filler","197162","98950","200545","82984","NA","1263","NA","119411","200047","NA","100098","NA","200050","82489","1270","46533","215736","111629","58956","82470","156578","95112","NA","NA","156579","95112","119411","NA","NA","NA","200545","111588","82984","156579","95112","159611","98948","1263","pandora_session2","1","3032","1","filler","yes","1920","330","filler","filler","filler","filler","filler","filler","21"
"100","100","3032","3032","#000000","no","xpyriment","legacy","legacy","0","a","LoSyn/LoSem","uniform","1","undefined","undefined","NA","1","1","NA","5","1","5","1","NA","0","0","0","5","NA","0","NA","5","1","0","0","7","0","0","1","5","1","5","1","5","1","0","NA","5","0","5","1","1","5","1","5","1","0","Mon Aug  1 12:09:29 2022","1000","1000","The main experiment item","yes","NA","Der Pressesprecher sagte, dass der Naturschützer, der auf die erfolgreiche Verhandlung gehofft hatte, weiterhin friedlich demonstrierte, um den Wald zu retten.","opensesame_pandora_session2.osexp","/home/vlab/Desktop/Pandora_Session2","no","Times New Roman","no","45","no","#ffffff","no","yes","1020","no","395","111","legacy","5","1","/home/vlab/Desktop/Pandora_Session2/logs/subject-7.csv","3","xpyriment","NA","Lentiform Loewenfeld","3.3.12b1","War es der Tierarzt, der das wusste?","Der Landwirt wusste, dass die Kuh, die hinten im Stall stand, heute noch ein Kalb gebären würde.","NA","0","f","NA","NA","NA","space","NA","space","space","space","f","f","NA","3032","NA","NA","NA","11489","NA","45252","12422","7781","3032","3835","NA","2","legacy","2","1024","2","48000","-16","experiment","7","odd","masc","215740","98950","219128","82984","NA","1263","NA","119411","218629","NA","100098","NA","218632","82489","1270","46533","235448","111629","58956","82470","156578","95112","NA","NA","156579","95112","119411","NA","NA","NA","219128","111588","82984","156579","95112","159611","98948","1263","pandora_session2","1","3032","1","experimental","yes","1920","330","11","17","15","14","6","16","21"
"50","50","3028.5","3028.5","#000000","no","xpyriment","legacy","legacy","0","b","LoSyn/HiSem","uniform","0","undefined","undefined","f","0","1","NA","6","1","6","1","NA","0","0","0","6","NA","0","NA","6","1","0","0","8","0","0","1","6","1","6","1","6","1","0","NA","6","0","6","1","1","6","1","6","1","0","Mon Aug  1 12:09:29 2022","1000","1000","The main experiment item","yes","War es die Kassiererin, die das vermutete?","Die Marktleiterin vermutete, dass die Kassiererin, die gegen die furchtbare Aushilfe argumentiert hatte, weiter beharrlich kämpfte, weil sie etwas erreichen wollte.","opensesame_pandora_session2.osexp","/home/vlab/Desktop/Pandora_Session2","no","Times New Roman","no","45","no","#ffffff","no","yes","1020","yes","395","80","legacy","6","1","/home/vlab/Desktop/Pandora_Session2/logs/subject-7.csv","3","xpyriment","target","Lentiform Loewenfeld","3.3.12b1","War es der Tierarzt, der das wusste?","Der Landwirt wusste, dass die Kuh, die hinten im Stall stand, heute noch ein Kalb gebären würde.","intro_verb","0","j","NA","NA","NA","space","NA","space","space","space","j","f","NA","3025","NA","NA","NA","11489","NA","45252","12422","7781","3025","3835","NA","2","legacy","2","1024","2","48000","-16","experiment","7","odd","fem","235451","98950","238825","82984","NA","1263","NA","119411","238327","NA","100098","NA","238330","82489","1270","46533","258242","111629","58956","82470","255216","95112","NA","NA","255216","95112","119411","NA","NA","NA","238825","111588","82984","255216","95112","258242","98948","1263","pandora_session2","1","6057","2","experimental","yes","1920","330","11","17","15","14","6","16","21"
"66.66666666666667","66.66666666666667","3299","3299","#000000","no","xpyriment","legacy","legacy","0","b","LoSyn/HiSem","uniform","1","undefined","undefined","f","1","1","NA","7","1","7","1","NA","0","0","0","7","NA","0","NA","7","1","0","0","9","0","0","1","7","1","7","1","7","1","0","NA","7","0","7","1","1","7","1","7","1","0","Mon Aug  1 12:09:29 2022","1000","1000","The main experiment item","yes","War es die Beraterin, die wochenlang fastete?","Die Assistentin erzählte, dass die Moderatorin, die an die erfolgreiche Beraterin geglaubt hatte, oft wochenlang fastete, um Gewicht zu verlieren.","opensesame_pandora_session2.osexp","/home/vlab/Desktop/Pandora_Session2","no","Times New Roman","no","45","no","#ffffff","no","yes","1020","yes","395","64","legacy","7","1","/home/vlab/Desktop/Pandora_Session2/logs/subject-7.csv","3","xpyriment","distractor","Lentiform Loewenfeld","3.3.12b1","War es der Tierarzt, der das wusste?","Der Landwirt wusste, dass die Kuh, die hinten im Stall stand, heute noch ein Kalb gebären würde.","main_verb","0","f","NA","NA","NA","space","NA","space","space","space","f","f","NA","3840","NA","NA","NA","11489","NA","45252","12422","7781","3840","3835","NA","2","legacy","2","1024","2","48000","-16","experiment","7","odd","fem","258244","98950","261563","82984","NA","1263","NA","119411","261051","NA","100098","NA","261068","82489","1270","46533","280899","111629","58956","82470","277058","95112","NA","NA","277058","95112","119411","NA","NA","NA","261563","111588","82984","277058","95112","280899","98948","1263","pandora_session2","2","9897","3","experimental","yes","1920","390","11","17","15","14","6","16","20"
