"acc","accuracy","average_response_time","avg_rt","background","bidi","canvas_backend","clock_backend","color_backend","compensation","cond","cond_name","coordinates","correct","correct_instructions_p1","correct_instructions_p2","correct_response","correct_response_exp_1","correct_response_prac","correct_start_next_block","count_ITI_1","count_ITI_prac","count_RSVP_exp_1","count_RSVP_prac","count_break_1","count_experiment","count_experiment_end","count_experiment_loop_1","count_experiment_trial_1","count_feedback","count_feedback_prac","count_final_feedback","count_fixation_cross_exp_1","count_fixation_cross_prac","count_instructions_p1","count_instructions_p2","count_logger","count_practice_end","count_practice_loop","count_practice_trial","count_question_exp_1","count_question_prac","count_reset_feedback_exp_1","count_reset_feedback_prac","count_response_exp_1","count_response_prac","count_select","count_start_next_block","count_trigger_break_1","count_trigger_exp_end","count_trigger_fix_1","count_trigger_pracend","count_trigger_pracfix","count_trigger_question_1","count_trigger_question_prac","count_trigger_response_1","count_trigger_response_prac","count_triggers","datetime","delay_ITI_1","delay_ITI_prac","description","disable_garbage_collection","exp_question","exp_sentence","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","is_question","isi","item","keyboard_backend","live_row","live_row_practice_loop","logfile","lst","mouse_backend","np_in_question","opensesame_codename","opensesame_version","practice_question","practice_sentence","question_type","repeat_cycle","response","response_break_1","response_experiment_end","response_feedback","response_feedback_prac","response_final_feedback","response_instructions_p1","response_instructions_p2","response_practice_end","response_response_exp_1","response_response_prac","response_start_next_block","response_time","response_time_break_1","response_time_experiment_end","response_time_feedback","response_time_feedback_prac","response_time_final_feedback","response_time_instructions_p1","response_time_instructions_p2","response_time_practice_end","response_time_response_exp_1","response_time_response_prac","response_time_start_next_block","round_decimals","sampler_backend","session","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","target_np_gender","time_ITI_1","time_ITI_prac","time_RSVP_exp_1","time_RSVP_prac","time_break_1","time_experiment","time_experiment_end","time_experiment_loop_1","time_experiment_trial_1","time_feedback","time_feedback_prac","time_final_feedback","time_fixation_cross_exp_1","time_fixation_cross_prac","time_instructions_p1","time_instructions_p2","time_logger","time_practice_end","time_practice_loop","time_practice_trial","time_question_exp_1","time_question_prac","time_reset_feedback_exp_1","time_reset_feedback_prac","time_response_exp_1","time_response_prac","time_select","time_start_next_block","time_trigger_break_1","time_trigger_exp_end","time_trigger_fix_1","time_trigger_pracend","time_trigger_pracfix","time_trigger_question_1","time_trigger_question_prac","time_trigger_response_1","time_trigger_response_prac","time_triggers","title","total_correct","total_response_time","total_responses","type","uniform_coordinates","width","word_dur","word_no_distractor","word_no_post","word_no_precrit","word_no_prepre","word_no_subject","word_no_verb","words_in_sentence"
"100","100","2479","2479","#000000","no","xpyriment","legacy","legacy","0","NA","NA","uniform","1","undefined","undefined","j","NA","1","NA","NA","0","NA","0","NA","0","0","0","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","NA","0","NA","0","NA","0","0","NA","NA","0","NA","0","0","NA","0","NA","0","0","Fri Jul 22 13:00:42 2022","NA","1000","The main experiment item","yes","NA","NA","opensesame_pandora_session1.osexp","/home/vlab/Desktop/Pandora_Session1","no","Times New Roman","no","45","no","#ffffff","no","yes","1020","yes","395","NA","legacy","0","0","/home/vlab/Desktop/Pandora_Session1/logs/subject-4.csv","NA","xpyriment","NA","Lentiform Loewenfeld","3.3.12b1","War es der Pendler, der hetzte?","Der Radfahrer sah, wie der Pendler, der spät dran war, zur Bahn hetzte.","NA","0","j","NA","NA","NA","NA","NA","space","space","NA","NA","j","NA","2479","NA","NA","NA","NA","NA","374721","19411","NA","NA","2479","NA","2","legacy","NA","1024","2","48000","-16","experiment","4","even","NA","NA","NA","NA","397278","NA","1306","NA","NA","NA","NA","NA","NA","NA","396783","1313","376040","409292","NA","395452","396779","NA","406812","NA","NA","NA","406812","NA","NA","NA","NA","NA","NA","397278","NA","406812","NA","409292","1306","pandora_session1","1","2479","1","NA","yes","1920","330","NA","NA","NA","NA","NA","NA","NA"
"100","100","2268","2268","#000000","no","xpyriment","legacy","legacy","0","NA","NA","uniform","1","undefined","undefined","f","NA","1","NA","NA","1","NA","1","NA","0","0","0","NA","NA","NA","NA","NA","1","0","0","1","0","0","1","NA","1","NA","1","NA","1","0","NA","NA","0","NA","1","1","NA","1","NA","1","0","Fri Jul 22 13:00:42 2022","NA","1000","The main experiment item","yes","NA","NA","opensesame_pandora_session1.osexp","/home/vlab/Desktop/Pandora_Session1","no","Times New Roman","no","45","no","#ffffff","no","yes","1020","yes","395","NA","legacy","1","1","/home/vlab/Desktop/Pandora_Session1/logs/subject-4.csv","NA","xpyriment","NA","Lentiform Loewenfeld","3.3.12b1","War es das Kind, das ein Buch las?","Das Kind mit der blauen Hose spielte im Sandkasten und die Mutter las ein Buch.","NA","0","f","NA","NA","NA","NA","NA","space","space","NA","NA","f","NA","2057","NA","NA","NA","NA","NA","374721","19411","NA","NA","2057","NA","2","legacy","NA","1024","2","48000","-16","experiment","4","even","NA","NA","409306","NA","412330","NA","1306","NA","NA","NA","NA","NA","NA","NA","411835","1313","376040","424789","NA","395452","411815","NA","422730","NA","NA","NA","422731","NA","NA","NA","NA","NA","410306","412330","NA","422730","NA","424789","1306","pandora_session1","2","4536","2","NA","yes","1920","290","NA","NA","NA","NA","NA","NA","NA"
"undefined","undefined","undefined","undefined","#000000","no","xpyriment","legacy","legacy","0","f","filler","uniform","undefined","undefined","undefined","NA","NA","1","NA","0","1","0","1","NA","0","0","0","0","NA","0","NA","0","1","0","0","2","0","0","1","0","1","0","1","0","1","0","NA","0","0","0","1","1","0","1","0","1","0","Fri Jul 22 13:00:42 2022","1000","1000","The main experiment item","yes","NA","Er fand, dass die überzeugte Aktivistin, die sich jahrelang energisch für den Umweltschutz eingesetzt hatte, langsam einen Gang zurückschalten könnte.","opensesame_pandora_session1.osexp","/home/vlab/Desktop/Pandora_Session1","no","Times New Roman","no","45","no","#ffffff","no","yes","1020","no","395","156","legacy","0","1","/home/vlab/Desktop/Pandora_Session1/logs/subject-4.csv","NA","xpyriment","filler_question","Lentiform Loewenfeld","3.3.12b1","War es das Kind, das ein Buch las?","Das Kind mit der blauen Hose spielte im Sandkasten und die Mutter las ein Buch.","filler_question","0","space","NA","NA","NA","space","NA","space","space","space","NA","f","NA","8118","NA","NA","NA","5839","NA","374721","19411","8118","NA","2057","NA","2","legacy","1","1024","2","48000","-16","experiment","4","even","filler","NA","424791","442512","412330","NA","1306","NA","439941","442014","NA","425941","NA","442017","411835","1313","376040","457017","431822","395452","411815","NA","422730","NA","NA","NA","422731","439941","NA","NA","NA","442512","431781","412330","NA","422730","NA","424789","1306","pandora_session1","0","0","0","filler","yes","1920","330","filler","filler","filler","filler","filler","filler","20"
"undefined","undefined","undefined","undefined","#000000","no","xpyriment","legacy","legacy","0","f","filler","uniform","undefined","undefined","undefined","NA","NA","1","NA","1","1","1","1","NA","0","0","0","1","NA","0","NA","1","1","0","0","3","0","0","1","1","1","1","1","1","1","0","NA","1","0","1","1","1","1","1","1","1","0","Fri Jul 22 13:00:42 2022","1000","1000","The main experiment item","yes","NA","Er wusste, dass der distanzierte Vermieter, der sich bei Reparaturen bislang zurückgehalten hatte, irgendwann die anfallenden Kosten übernehmen musste.","opensesame_pandora_session1.osexp","/home/vlab/Desktop/Pandora_Session1","no","Times New Roman","no","45","no","#ffffff","no","yes","1020","no","395","158","legacy","1","1","/home/vlab/Desktop/Pandora_Session1/logs/subject-4.csv","NA","xpyriment","filler_question","Lentiform Loewenfeld","3.3.12b1","War es das Kind, das ein Buch las?","Das Kind mit der blauen Hose spielte im Sandkasten und die Mutter las ein Buch.","filler_question","0","space","NA","NA","NA","space","NA","space","space","space","NA","f","NA","8118","NA","NA","NA","5839","NA","374721","19411","8118","NA","2057","NA","2","legacy","1","1024","2","48000","-16","experiment","4","even","filler","457020","424791","460291","412330","NA","1306","NA","439941","459791","NA","425941","NA","459796","411835","1313","376040","474234","431822","395452","411815","NA","422730","NA","NA","NA","422731","439941","NA","NA","NA","460291","431781","412330","NA","422730","NA","424789","1306","pandora_session1","0","0","0","filler","yes","1920","330","filler","filler","filler","filler","filler","filler","19"
"undefined","undefined","undefined","undefined","#000000","no","xpyriment","legacy","legacy","0","b","LoSyn/HiSem","uniform","undefined","undefined","undefined","NA","NA","1","NA","2","1","2","1","NA","0","0","0","2","NA","0","NA","2","1","0","0","4","0","0","1","2","1","2","1","2","1","0","NA","2","0","2","1","1","2","1","2","1","0","Fri Jul 22 13:00:42 2022","1000","1000","The main experiment item","yes","NA","Der Komiker kritisierte, dass der Manager, der von dem einfallslosen Konkurrenten gehört hatte, häufig ausgiebig lästerte, um von eigenen Fehlern abzulenken.","opensesame_pandora_session1.osexp","/home/vlab/Desktop/Pandora_Session1","no","Times New Roman","no","45","no","#ffffff","no","yes","1020","no","395","27","legacy","2","1","/home/vlab/Desktop/Pandora_Session1/logs/subject-4.csv","4","xpyriment","NA","Lentiform Loewenfeld","3.3.12b1","War es das Kind, das ein Buch las?","Das Kind mit der blauen Hose spielte im Sandkasten und die Mutter las ein Buch.","NA","0","space","NA","NA","NA","space","NA","space","space","space","NA","f","NA","8118","NA","NA","NA","5839","NA","374721","19411","8118","NA","2057","NA","2","legacy","1","1024","2","48000","-16","experiment","4","even","masc","474237","424791","477638","412330","NA","1306","NA","439941","477140","NA","425941","NA","477143","411835","1313","376040","494038","431822","395452","411815","NA","422730","NA","NA","NA","422731","439941","NA","NA","NA","477638","431781","412330","NA","422730","NA","424789","1306","pandora_session1","0","0","0","experimental","yes","1920","410","11","17","15","14","6","16","21"
"undefined","undefined","undefined","undefined","#000000","no","xpyriment","legacy","legacy","0","f","filler","uniform","undefined","undefined","undefined","NA","NA","1","NA","3","1","3","1","NA","0","0","0","3","NA","0","NA","3","1","0","0","5","0","0","1","3","1","3","1","3","1","0","NA","3","0","3","1","1","3","1","3","1","0","Fri Jul 22 13:00:42 2022","1000","1000","The main experiment item","yes","NA","Die Hausfrau beobachtete kritisch, wie der unfreundliche Monteur die alte Waschmaschine, deren Motor kaputt war, ausbaute.","opensesame_pandora_session1.osexp","/home/vlab/Desktop/Pandora_Session1","no","Times New Roman","no","45","no","#ffffff","no","yes","1020","no","395","152","legacy","3","1","/home/vlab/Desktop/Pandora_Session1/logs/subject-4.csv","NA","xpyriment","filler_question","Lentiform Loewenfeld","3.3.12b1","War es das Kind, das ein Buch las?","Das Kind mit der blauen Hose spielte im Sandkasten und die Mutter las ein Buch.","filler_question","0","space","NA","NA","NA","space","NA","space","space","space","NA","f","NA","8118","NA","NA","NA","5839","NA","374721","19411","8118","NA","2057","NA","2","legacy","1","1024","2","48000","-16","experiment","4","even","filler","494043","424791","497058","412330","NA","1306","NA","439941","496559","NA","425941","NA","496562","411835","1313","376040","508703","431822","395452","411815","NA","422730","NA","NA","NA","422731","439941","NA","NA","NA","497058","431781","412330","NA","422730","NA","424789","1306","pandora_session1","0","0","0","filler","yes","1920","370","filler","filler","filler","filler","filler","filler","16"
"0","0","2552","2552","#000000","no","xpyriment","legacy","legacy","0","b","LoSyn/HiSem","uniform","0","undefined","undefined","f","0","1","NA","4","1","4","1","NA","0","0","0","4","NA","0","NA","4","1","0","0","6","0","0","1","4","1","4","1","4","1","0","NA","4","0","4","1","1","4","1","4","1","0","Fri Jul 22 13:00:42 2022","1000","1000","The main experiment item","yes","War es die Kellnerin, die das bemerkte?","Der Wirt bemerkte, dass die Kellnerin, die über den schlechten Koch geschimpft hatte, stets freundlich grüßte, wenn Gäste das Restaurant betraten.","opensesame_pandora_session1.osexp","/home/vlab/Desktop/Pandora_Session1","no","Times New Roman","no","45","no","#ffffff","no","yes","1020","yes","395","15","legacy","4","1","/home/vlab/Desktop/Pandora_Session1/logs/subject-4.csv","4","xpyriment","target","Lentiform Loewenfeld","3.3.12b1","War es das Kind, das ein Buch las?","Das Kind mit der blauen Hose spielte im Sandkasten und die Mutter las ein Buch.","intro_verb","0","j","NA","NA","NA","space","NA","space","space","space","j","f","NA","2552","NA","NA","NA","5839","NA","374721","19411","8118","2552","2057","NA","2","legacy","1","1024","2","48000","-16","experiment","4","even","fem","508706","424791","512098","412330","NA","1306","NA","439941","511600","NA","425941","NA","511603","411835","1313","376040","530699","431822","395452","411815","528147","422730","NA","NA","528147","422731","439941","NA","NA","NA","512098","431781","412330","528147","422730","530699","424789","1306","pandora_session1","0","2552","1","experimental","yes","1920","370","11","17","15","14","6","16","21"
"0","0","2552","2552","#000000","no","xpyriment","legacy","legacy","0","d","HiSyn/HiSem","uniform","0","undefined","undefined","NA","0","1","NA","5","1","5","1","NA","0","0","0","5","NA","0","NA","5","1","0","0","7","0","0","1","5","1","5","1","5","1","0","NA","5","0","5","1","1","5","1","5","1","0","Fri Jul 22 13:00:42 2022","1000","1000","The main experiment item","yes","NA","Der Parkwächter beobachtete, dass die Tierpflegerin, die gemeckert hatte, dass der Veterinär unzureichend war, noch geistesgegenwärtig eingriff, bevor eines der Tiere ausbrechen konnte.","opensesame_pandora_session1.osexp","/home/vlab/Desktop/Pandora_Session1","no","Times New Roman","no","45","no","#ffffff","no","yes","1020","no","395","29","legacy","5","1","/home/vlab/Desktop/Pandora_Session1/logs/subject-4.csv","4","xpyriment","NA","Lentiform Loewenfeld","3.3.12b1","War es das Kind, das ein Buch las?","Das Kind mit der blauen Hose spielte im Sandkasten und die Mutter las ein Buch.","NA","0","j","NA","NA","NA","space","NA","space","space","space","j","f","NA","2552","NA","NA","NA","5839","NA","374721","19411","8118","2552","2057","NA","2","legacy","1","1024","2","48000","-16","experiment","4","even","fem","530702","424791","534295","412330","NA","1306","NA","439941","533784","NA","425941","NA","533800","411835","1313","376040","552003","431822","395452","411815","528147","422730","NA","NA","528147","422731","439941","NA","NA","NA","534295","431781","412330","528147","422730","530699","424789","1306","pandora_session1","0","2552","1","experimental","yes","1920","330","12","18","16","15","6","17","23"
"50","50","2256.5","2256.5","#000000","no","xpyriment","legacy","legacy","0","d","HiSyn/HiSem","uniform","1","undefined","undefined","f","1","1","NA","6","1","6","1","NA","0","0","0","6","NA","0","NA","6","1","0","0","8","0","0","1","6","1","6","1","6","1","0","NA","6","0","6","1","1","6","1","6","1","0","Fri Jul 22 13:00:42 2022","1000","1000","The main experiment item","yes","War die Aktivistin gefährlich?","Der Naturschützer bewunderte, dass die Aktivistin, die gewarnt hatte, dass die Politikerin gefährlich war, weiterhin friedlich demonstrierte, um eine Veränderung zu bewirken.","opensesame_pandora_session1.osexp","/home/vlab/Desktop/Pandora_Session1","no","Times New Roman","no","45","no","#ffffff","no","yes","1020","yes","395","9","legacy","6","1","/home/vlab/Desktop/Pandora_Session1/logs/subject-4.csv","4","xpyriment","target","Lentiform Loewenfeld","3.3.12b1","War es das Kind, das ein Buch las?","Das Kind mit der blauen Hose spielte im Sandkasten und die Mutter las ein Buch.","adj","0","f","NA","NA","NA","space","NA","space","space","space","f","f","NA","1961","NA","NA","NA","5839","NA","374721","19411","8118","1961","2057","NA","2","legacy","1","1024","2","48000","-16","experiment","4","even","fem","552006","424791","555479","412330","NA","1306","NA","439941","554980","NA","425941","NA","554984","411835","1313","376040","574563","431822","395452","411815","572601","422730","NA","NA","572601","422731","439941","NA","NA","NA","555479","431781","412330","572601","422730","574563","424789","1306","pandora_session1","1","4513","2","experimental","yes","1920","370","12","18","16","15","6","17","22"
"33.333333333333336","33.333333333333336","2325.3333333333335","2325.3333333333335","#000000","no","xpyriment","legacy","legacy","0","c","HiSyn/LoSem","uniform","0","undefined","undefined","j","0","1","NA","7","1","7","1","NA","0","0","0","7","NA","0","NA","7","1","0","0","9","0","0","1","7","1","7","1","7","1","0","NA","7","0","7","1","1","7","1","7","1","0","Fri Jul 22 13:00:42 2022","1000","1000","The main experiment item","yes","War die Bestellung dreist?","Die Aushilfe sagte, dass der Bäcker, der gemeckert hatte, dass die Bestellung dreist war, morgens immer hetzte, um alles fertig zu kriegen.","opensesame_pandora_session1.osexp","/home/vlab/Desktop/Pandora_Session1","no","Times New Roman","no","45","no","#ffffff","no","yes","1020","yes","395","8","legacy","7","1","/home/vlab/Desktop/Pandora_Session1/logs/subject-4.csv","4","xpyriment","distractor","Lentiform Loewenfeld","3.3.12b1","War es das Kind, das ein Buch las?","Das Kind mit der blauen Hose spielte im Sandkasten und die Mutter las ein Buch.","adj","0","f","NA","NA","NA","space","NA","space","space","space","f","f","NA","2463","NA","NA","NA","5839","NA","374721","19411","8118","2463","2057","NA","2","legacy","1","1024","2","48000","-16","experiment","4","even","masc","574565","424791","578045","412330","NA","1306","NA","439941","577528","NA","425941","NA","577550","411835","1313","376040","597211","431822","395452","411815","594747","422730","NA","NA","594747","422731","439941","NA","NA","NA","578045","431781","412330","594747","422730","597211","424789","1306","pandora_session1","1","6976","3","experimental","yes","1920","350","12","18","16","15","6","17","22"
