"acc","accuracy","average_response_time","avg_rt","background","bidi","canvas_backend","clock_backend","color_backend","compensation","cond","cond_name","coordinates","correct","correct_instructions_p1","correct_instructions_p2","correct_response","correct_response_exp_1","correct_response_prac","correct_start_next_block","count_ITI_1","count_ITI_prac","count_RSVP_exp_1","count_RSVP_prac","count_break_1","count_experiment","count_experiment_end","count_experiment_loop_1","count_experiment_trial_1","count_feedback","count_feedback_prac","count_final_feedback","count_fixation_cross_exp_1","count_fixation_cross_prac","count_instructions_p1","count_instructions_p2","count_logger","count_practice_end","count_practice_loop","count_practice_trial","count_question_exp_1","count_question_prac","count_reset_feedback_exp_1","count_reset_feedback_prac","count_response_exp_1","count_response_prac","count_select","count_start_next_block","count_trigger_break_1","count_trigger_exp_end","count_trigger_fix_1","count_trigger_pracend","count_trigger_pracfix","count_trigger_question_1","count_trigger_question_prac","count_trigger_response_1","count_trigger_response_prac","count_triggers","datetime","delay_ITI_1","delay_ITI_prac","description","disable_garbage_collection","exp_question","exp_sentence","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","is_question","isi","item","keyboard_backend","live_row","live_row_practice_loop","logfile","lst","mouse_backend","np_in_question","opensesame_codename","opensesame_version","practice_question","practice_sentence","question_type","repeat_cycle","response","response_break_1","response_experiment_end","response_feedback","response_feedback_prac","response_final_feedback","response_instructions_p1","response_instructions_p2","response_practice_end","response_response_exp_1","response_response_prac","response_start_next_block","response_time","response_time_break_1","response_time_experiment_end","response_time_feedback","response_time_feedback_prac","response_time_final_feedback","response_time_instructions_p1","response_time_instructions_p2","response_time_practice_end","response_time_response_exp_1","response_time_response_prac","response_time_start_next_block","round_decimals","sampler_backend","session","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","target_np_gender","time_ITI_1","time_ITI_prac","time_RSVP_exp_1","time_RSVP_prac","time_break_1","time_experiment","time_experiment_end","time_experiment_loop_1","time_experiment_trial_1","time_feedback","time_feedback_prac","time_final_feedback","time_fixation_cross_exp_1","time_fixation_cross_prac","time_instructions_p1","time_instructions_p2","time_logger","time_practice_end","time_practice_loop","time_practice_trial","time_question_exp_1","time_question_prac","time_reset_feedback_exp_1","time_reset_feedback_prac","time_response_exp_1","time_response_prac","time_select","time_start_next_block","time_trigger_break_1","time_trigger_exp_end","time_trigger_fix_1","time_trigger_pracend","time_trigger_pracfix","time_trigger_question_1","time_trigger_question_prac","time_trigger_response_1","time_trigger_response_prac","time_triggers","title","total_correct","total_response_time","total_responses","type","uniform_coordinates","width","word_dur","word_no_distractor","word_no_post","word_no_precrit","word_no_prepre","word_no_subject","word_no_verb","words_in_sentence"
"100","100","3106","3106","#000000","no","xpyriment","legacy","legacy","0","NA","NA","uniform","1","undefined","undefined","j","NA","1","NA","NA","0","NA","0","NA","0","0","0","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","NA","0","NA","0","NA","0","0","NA","NA","0","NA","0","0","NA","0","NA","0","0","Tue Jul 26 11:03:50 2022","NA","1000","The main experiment item","yes","NA","NA","opensesame_pandora_session1.osexp","/home/vlab/Desktop/Pandora_Session1","no","Times New Roman","no","45","no","#ffffff","no","yes","1020","yes","395","NA","legacy","0","0","/home/vlab/Desktop/Pandora_Session1/logs/subject-5.csv","NA","xpyriment","NA","Lentiform Loewenfeld","3.3.12b1","War es der Pendler, der hetzte?","Der Radfahrer sah, wie der Pendler, der spät dran war, zur Bahn hetzte.","NA","0","j","NA","NA","NA","NA","NA","space","space","NA","NA","j","NA","3106","NA","NA","NA","NA","NA","221596","26588","NA","NA","3106","NA","2","legacy","NA","1024","2","48000","-16","experiment","5","odd","NA","NA","NA","NA","251320","NA","1286","NA","NA","NA","NA","NA","NA","NA","250825","1293","222900","263961","NA","249488","250810","NA","260855","NA","NA","NA","260855","NA","NA","NA","NA","NA","NA","251320","NA","260855","NA","263961","1286","pandora_session1","1","3106","1","NA","yes","1920","330","NA","NA","NA","NA","NA","NA","NA"
"100","100","2709.5","2709.5","#000000","no","xpyriment","legacy","legacy","0","NA","NA","uniform","1","undefined","undefined","f","NA","1","NA","NA","1","NA","1","NA","0","0","0","NA","NA","NA","NA","NA","1","0","0","1","0","0","1","NA","1","NA","1","NA","1","0","NA","NA","0","NA","1","1","NA","1","NA","1","0","Tue Jul 26 11:03:50 2022","NA","1000","The main experiment item","yes","NA","NA","opensesame_pandora_session1.osexp","/home/vlab/Desktop/Pandora_Session1","no","Times New Roman","no","45","no","#ffffff","no","yes","1020","yes","395","NA","legacy","1","1","/home/vlab/Desktop/Pandora_Session1/logs/subject-5.csv","NA","xpyriment","NA","Lentiform Loewenfeld","3.3.12b1","War es das Kind, das ein Buch las?","Das Kind mit der blauen Hose spielte im Sandkasten und die Mutter las ein Buch.","NA","0","f","NA","NA","NA","NA","NA","space","space","NA","NA","f","NA","2313","NA","NA","NA","NA","NA","221596","26588","NA","NA","2313","NA","2","legacy","NA","1024","2","48000","-16","experiment","5","odd","NA","NA","263978","NA","266996","NA","1286","NA","NA","NA","NA","NA","NA","NA","266501","1293","222900","279713","NA","249488","266488","NA","277399","NA","NA","NA","277400","NA","NA","NA","NA","NA","264978","266996","NA","277400","NA","279713","1286","pandora_session1","2","5419","2","NA","yes","1920","290","NA","NA","NA","NA","NA","NA","NA"
"undefined","undefined","undefined","undefined","#000000","no","xpyriment","legacy","legacy","0","f","filler","uniform","undefined","undefined","undefined","NA","NA","1","NA","0","1","0","1","NA","0","0","0","0","NA","0","NA","0","1","0","0","2","0","0","1","0","1","0","1","0","1","0","NA","0","0","0","1","1","0","1","0","1","0","Tue Jul 26 11:03:50 2022","1000","1000","The main experiment item","yes","NA","Er erzählte, dass die grauhaarige Buchhändlerin, die sich mit der Aushilfe regelmäßig gestritten hatte, inzwischen die Geduld verloren hatte.","opensesame_pandora_session1.osexp","/home/vlab/Desktop/Pandora_Session1","no","Times New Roman","no","45","no","#ffffff","no","yes","1020","no","395","143","legacy","0","1","/home/vlab/Desktop/Pandora_Session1/logs/subject-5.csv","NA","xpyriment","filler_question","Lentiform Loewenfeld","3.3.12b1","War es das Kind, das ein Buch las?","Das Kind mit der blauen Hose spielte im Sandkasten und die Mutter las ein Buch.","filler_question","0","space","NA","NA","NA","space","NA","space","space","space","NA","f","NA","6702","NA","NA","NA","4068","NA","221596","26588","6702","NA","2313","NA","2","legacy","1","1024","2","48000","-16","experiment","5","odd","filler","NA","279716","294047","266996","NA","1286","NA","291681","293527","NA","280869","NA","293552","266501","1293","222900","307790","284979","249488","266488","NA","277399","NA","NA","NA","277400","291681","NA","NA","NA","294047","284937","266996","NA","277400","NA","279713","1286","pandora_session1","0","0","0","filler","yes","1920","310","filler","filler","filler","filler","filler","filler","19"
"100","100","2240","2240","#000000","no","xpyriment","legacy","legacy","0","c","HiSyn/LoSem","uniform","1","undefined","undefined","j","1","1","NA","1","1","1","1","NA","0","0","0","1","NA","0","NA","1","1","0","0","3","0","0","1","1","1","1","1","1","1","0","NA","1","0","1","1","1","1","1","1","1","0","Tue Jul 26 11:03:50 2022","1000","1000","The main experiment item","yes","War es die Flugbegleiterin, die dennoch lächelte?","Der Passagier ahnte, dass die Flugbegleiterin, die geschimpft hatte, dass das Handgepäck lästig war, dennoch freundlich lächelte, weil es von ihr erwartet wurde.","opensesame_pandora_session1.osexp","/home/vlab/Desktop/Pandora_Session1","no","Times New Roman","no","45","no","#ffffff","no","yes","1020","yes","395","3","legacy","1","1","/home/vlab/Desktop/Pandora_Session1/logs/subject-5.csv","1","xpyriment","target","Lentiform Loewenfeld","3.3.12b1","War es das Kind, das ein Buch las?","Das Kind mit der blauen Hose spielte im Sandkasten und die Mutter las ein Buch.","main_verb","0","j","NA","NA","NA","space","NA","space","space","space","j","f","NA","2240","NA","NA","NA","4068","NA","221596","26588","6702","2240","2313","NA","2","legacy","1","1024","2","48000","-16","experiment","5","odd","fem","307792","279716","311391","266996","NA","1286","NA","291681","310891","NA","280869","NA","310895","266501","1293","222900","331224","284979","249488","266488","328984","277399","NA","NA","328984","277400","291681","NA","NA","NA","311391","284937","266996","328984","277400","331224","279713","1286","pandora_session1","1","2240","1","experimental","yes","1920","310","12","18","16","15","6","17","23"
"100","100","2240","2240","#000000","no","xpyriment","legacy","legacy","0","f","filler","uniform","1","undefined","undefined","NA","1","1","NA","2","1","2","1","NA","0","0","0","2","NA","0","NA","2","1","0","0","4","0","0","1","2","1","2","1","2","1","0","NA","2","0","2","1","1","2","1","2","1","0","Tue Jul 26 11:03:50 2022","1000","1000","The main experiment item","yes","NA","Der Gaffer überschritt die Absperrung, um den Unfall, bei dem sich ein Transporter überschlagen hatte, besser sehen zu können.","opensesame_pandora_session1.osexp","/home/vlab/Desktop/Pandora_Session1","no","Times New Roman","no","45","no","#ffffff","no","yes","1020","no","395","155","legacy","2","1","/home/vlab/Desktop/Pandora_Session1/logs/subject-5.csv","NA","xpyriment","filler_question","Lentiform Loewenfeld","3.3.12b1","War es das Kind, das ein Buch las?","Das Kind mit der blauen Hose spielte im Sandkasten und die Mutter las ein Buch.","filler_question","0","j","NA","NA","NA","space","NA","space","space","space","j","f","NA","2240","NA","NA","NA","4068","NA","221596","26588","6702","2240","2313","NA","2","legacy","1","1024","2","48000","-16","experiment","5","odd","filler","331227","279716","334478","266996","NA","1286","NA","291681","333968","NA","280869","NA","333983","266501","1293","222900","347923","284979","249488","266488","328984","277399","NA","NA","328984","277400","291681","NA","NA","NA","334478","284937","266996","328984","277400","331224","279713","1286","pandora_session1","1","2240","1","filler","yes","1920","330","filler","filler","filler","filler","filler","filler","19"
"100","100","2240","2240","#000000","no","xpyriment","legacy","legacy","0","a","LoSyn/LoSem","uniform","1","undefined","undefined","NA","1","1","NA","3","1","3","1","NA","0","0","0","3","NA","0","NA","3","1","0","0","5","0","0","1","3","1","3","1","3","1","0","NA","3","0","3","1","1","3","1","3","1","0","Tue Jul 26 11:03:50 2022","1000","1000","The main experiment item","yes","NA","Der Aufsichtsrat ahnte, dass der Börsenmakler, der von der raffinierten Investition gewusst hatte, wiederholt hinterhältig betrog, um Schulden zu begleichen.","opensesame_pandora_session1.osexp","/home/vlab/Desktop/Pandora_Session1","no","Times New Roman","no","45","no","#ffffff","no","yes","1020","no","395","21","legacy","3","1","/home/vlab/Desktop/Pandora_Session1/logs/subject-5.csv","1","xpyriment","NA","Lentiform Loewenfeld","3.3.12b1","War es das Kind, das ein Buch las?","Das Kind mit der blauen Hose spielte im Sandkasten und die Mutter las ein Buch.","NA","0","j","NA","NA","NA","space","NA","space","space","space","j","f","NA","2240","NA","NA","NA","4068","NA","221596","26588","6702","2240","2313","NA","2","legacy","1","1024","2","48000","-16","experiment","5","odd","masc","347926","279716","351256","266996","NA","1286","NA","291681","350756","NA","280869","NA","350761","266501","1293","222900","366941","284979","249488","266488","328984","277399","NA","NA","328984","277400","291681","NA","NA","NA","351256","284937","266996","328984","277400","331224","279713","1286","pandora_session1","1","2240","1","experimental","yes","1920","410","11","17","15","14","6","16","20"
"100","100","2458","2458","#000000","no","xpyriment","legacy","legacy","0","f","filler","uniform","1","undefined","undefined","j","1","1","NA","4","1","4","1","NA","0","0","0","4","NA","0","NA","4","1","0","0","6","0","0","1","4","1","4","1","4","1","0","NA","4","0","4","1","1","4","1","4","1","0","Tue Jul 26 11:03:50 2022","1000","1000","The main experiment item","yes","War es der Sohn des Kaisers, der strategisch plante?","Der Sohn des Kaisers, der den Feldzug gewonnen hatte, plante äußerst strategisch, weil er die Weltherrschaft an sich reißen wollte.","opensesame_pandora_session1.osexp","/home/vlab/Desktop/Pandora_Session1","no","Times New Roman","no","45","no","#ffffff","no","yes","1020","yes","395","121","legacy","4","1","/home/vlab/Desktop/Pandora_Session1/logs/subject-5.csv","NA","xpyriment","filler_question","Lentiform Loewenfeld","3.3.12b1","War es das Kind, das ein Buch las?","Das Kind mit der blauen Hose spielte im Sandkasten und die Mutter las ein Buch.","filler_question","0","j","NA","NA","NA","space","NA","space","space","space","j","f","NA","2676","NA","NA","NA","4068","NA","221596","26588","6702","2676","2313","NA","2","legacy","1","1024","2","48000","-16","experiment","5","odd","filler","366943","279716","370271","266996","NA","1286","NA","291681","369771","NA","280869","NA","369776","266501","1293","222900","387072","284979","249488","266488","384395","277399","NA","NA","384395","277400","291681","NA","NA","NA","370271","284937","266996","384395","277400","387072","279713","1286","pandora_session1","2","4916","2","filler","yes","1920","330","filler","filler","filler","filler","filler","filler","20"
"100","100","2458","2458","#000000","no","xpyriment","legacy","legacy","0","b","LoSyn/HiSem","uniform","1","undefined","undefined","NA","1","1","NA","5","1","5","1","NA","0","0","0","5","NA","0","NA","5","1","0","0","7","0","0","1","5","1","5","1","5","1","0","NA","5","0","5","1","1","5","1","5","1","0","Tue Jul 26 11:03:50 2022","1000","1000","The main experiment item","yes","NA","Die Kita-Leiterin kritisierte, dass die Mutter, die über die lieblose Erzieherin geschimpft hatte, zu spät kam, um ihr Kind abzuholen.","opensesame_pandora_session1.osexp","/home/vlab/Desktop/Pandora_Session1","no","Times New Roman","no","45","no","#ffffff","no","yes","1020","no","395","58","legacy","5","1","/home/vlab/Desktop/Pandora_Session1/logs/subject-5.csv","1","xpyriment","NA","Lentiform Loewenfeld","3.3.12b1","War es das Kind, das ein Buch las?","Das Kind mit der blauen Hose spielte im Sandkasten und die Mutter las ein Buch.","NA","0","j","NA","NA","NA","space","NA","space","space","space","j","f","NA","2676","NA","NA","NA","4068","NA","221596","26588","6702","2676","2313","NA","2","legacy","1","1024","2","48000","-16","experiment","5","odd","fem","387074","279716","390382","266996","NA","1286","NA","291681","389884","NA","280869","NA","389887","266501","1293","222900","405863","284979","249488","266488","384395","277399","NA","NA","384395","277400","291681","NA","NA","NA","390382","284937","266996","384395","277400","387072","279713","1286","pandora_session1","2","4916","2","experimental","yes","1920","390","11","17","15","14","6","16","20"
"100","100","2458","2458","#000000","no","xpyriment","legacy","legacy","0","b","LoSyn/HiSem","uniform","1","undefined","undefined","NA","1","1","NA","6","1","6","1","NA","0","0","0","6","NA","0","NA","6","1","0","0","8","0","0","1","6","1","6","1","6","1","0","NA","6","0","6","1","1","6","1","6","1","0","Tue Jul 26 11:03:50 2022","1000","1000","The main experiment item","yes","NA","Der Auszubildende bemerkte, dass der Schreiner, der auf den pünktlichen Spediteur gewartet hatte, laut ungehalten schimpfte, als der Termin verstrich.","opensesame_pandora_session1.osexp","/home/vlab/Desktop/Pandora_Session1","no","Times New Roman","no","45","no","#ffffff","no","yes","1020","no","395","54","legacy","6","1","/home/vlab/Desktop/Pandora_Session1/logs/subject-5.csv","1","xpyriment","NA","Lentiform Loewenfeld","3.3.12b1","War es das Kind, das ein Buch las?","Das Kind mit der blauen Hose spielte im Sandkasten und die Mutter las ein Buch.","NA","0","j","NA","NA","NA","space","NA","space","space","space","j","f","NA","2676","NA","NA","NA","4068","NA","221596","26588","6702","2676","2313","NA","2","legacy","1","1024","2","48000","-16","experiment","5","odd","masc","405867","279716","409192","266996","NA","1286","NA","291681","408694","NA","280869","NA","408697","266501","1293","222900","424777","284979","249488","266488","384395","277399","NA","NA","384395","277400","291681","NA","NA","NA","409192","284937","266996","384395","277400","387072","279713","1286","pandora_session1","2","4916","2","experimental","yes","1920","390","11","17","15","14","6","16","20"
"100","100","2458","2458","#000000","no","xpyriment","legacy","legacy","0","d","HiSyn/HiSem","uniform","1","undefined","undefined","NA","1","1","NA","7","1","7","1","NA","0","0","0","7","NA","0","NA","7","1","0","0","9","0","0","1","7","1","7","1","7","1","0","NA","7","0","7","1","1","7","1","7","1","0","Tue Jul 26 11:03:50 2022","1000","1000","The main experiment item","yes","NA","Der Nachfolger erwartete, dass der Geschäftsführer, der gehofft hatte, dass der Mediator erfolgreich war, jetzt schleunigst zurücktrat, um Platz zu machen.","opensesame_pandora_session1.osexp","/home/vlab/Desktop/Pandora_Session1","no","Times New Roman","no","45","no","#ffffff","no","yes","1020","no","395","28","legacy","7","1","/home/vlab/Desktop/Pandora_Session1/logs/subject-5.csv","1","xpyriment","NA","Lentiform Loewenfeld","3.3.12b1","War es das Kind, das ein Buch las?","Das Kind mit der blauen Hose spielte im Sandkasten und die Mutter las ein Buch.","NA","0","j","NA","NA","NA","space","NA","space","space","space","j","f","NA","2676","NA","NA","NA","4068","NA","221596","26588","6702","2676","2313","NA","2","legacy","1","1024","2","48000","-16","experiment","5","odd","masc","424780","279716","428177","266996","NA","1286","NA","291681","427679","NA","280869","NA","427682","266501","1293","222900","444316","284979","249488","266488","384395","277399","NA","NA","384395","277400","291681","NA","NA","NA","428177","284937","266996","384395","277400","387072","279713","1286","pandora_session1","2","4916","2","experimental","yes","1920","330","12","18","16","15","6","17","21"
